@relation 'housing_train-weka.filters.unsupervised.attribute.Remove-R1-2,16-weka.filters.unsupervised.attribute.NominalToBinary-R6-11-weka.filters.unsupervised.attribute.NumericToBinary-R6-11-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.attribute.NumericTransform-R4,5,15,16,17,18-Cjava.lang.Math-Mfloor-weka.filters.supervised.instance.SpreadSubsample-M3.0-X0.0-S1-weka.filters.unsupervised.instance.Randomize-S42'

@attribute rent numeric
@attribute type {apartment,townhouse,house,duplex,manufactured,condo,loft,flat,cottage/cabin,in-law,land}
@attribute sqfeet numeric
@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute cats_allowed {0,1}
@attribute dogs_allowed {0,1}
@attribute smoking_allowed {0,1}
@attribute wheelchair_access {0,1}
@attribute electric_vehicle_charge {0,1}
@attribute comes_furnished {0,1}
@attribute laundry_options {'laundry in bldg','w/d in unit','w/d hookups','laundry on site','no laundry on site'}
@attribute parking_options {'off-street parking','attached garage','detached garage',carport,'street parking','valet parking','no parking'}
@attribute price_per_sqft numeric
@attribute pet_friendly_score numeric
@attribute accessibility_score numeric
@attribute total_rooms numeric
@attribute description numeric
@attribute demand {yes,no}

@data
450,apartment,966,2,1,0,1,1,0,0,0,?,'attached garage',0.465839,1,0,3,48,yes
2699.010593,house,2637.880155,4,3,0,0,1,0,0,0,'w/d in unit','attached garage',1.014833,0,0,7,65,no
1020,apartment,1020,2,2,1,1,1,0,0,0,?,?,1,2,0,4,130,yes
1060,apartment,1080,3,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.981481,0,0,5,119,yes
612,apartment,770,2,1,0,0,1,0,0,0,?,?,0.794805,0,0,3,218,yes
775.380979,house,1401.453744,4,2,0,0,1,0,0,0,'w/d hookups','off-street parking',0.554641,0,0,6,100,no
885,apartment,875,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',1.011429,2,0,3,71,yes
730,apartment,600,1,1,1,1,1,1,0,0,'laundry in bldg','off-street parking',1.216667,2,1,2,127,yes
980.614086,apartment,175.965296,1,1,1,1,0,0,0,1,'laundry in bldg','off-street parking',4.91499,2,0,6,319,no
920,apartment,960,2,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.958333,0,0,4,121,yes
1175,apartment,860,2,2,1,1,0,0,0,0,'w/d in unit','off-street parking',1.366279,2,0,4,223,yes
1195,apartment,1045,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.143541,2,0,4,138,yes
730,apartment,670,1,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',1.089552,2,0,2,147,yes
635,apartment,869,2,1,1,1,1,0,0,0,?,'off-street parking',0.730725,2,0,3,195,yes
1835,apartment,903,1,1,1,1,1,0,0,0,'w/d in unit','attached garage',2.032115,2,0,2,337,yes
1800,house,2315.98665,4,2,1,1,1,0,0,0,'w/d hookups','off-street parking',0.776902,2,0,6,150,no
1558,apartment,642,1,1,1,1,1,0,0,0,'w/d in unit',carport,2.426791,2,0,2,1,yes
725,apartment,702,2,1,1,1,1,0,0,0,?,?,1.032764,2,0,3,259,yes
1653,apartment,932,2,2,1,1,1,0,0,0,'w/d in unit','detached garage',1.773605,2,0,4,255,yes
960,apartment,1375,3,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.698182,2,0,5,479,yes
1125,apartment,640,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',1.757813,2,0,2,388,yes
1250,house,1491,5,1,1,1,1,0,0,0,?,?,0.838364,2,0,6,116,no
974.742931,house,1839.101186,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.536603,1,0,6,71,no
2250,apartment,2415,4,2,1,1,0,0,0,0,'w/d in unit','attached garage',0.931677,2,0,6,102,no
799,apartment,900,2,1,1,1,0,1,0,1,'w/d hookups','off-street parking',0.887778,2,1,3,342,yes
1050,apartment,600,1,1,1,1,1,0,0,0,'laundry on site',carport,1.75,2,0,2,167,yes
1770.874103,house,1844.388923,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.973936,2,0,6,59,no
2020.164753,house,1981.649364,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',1.04347,1,0,6,81,no
584,apartment,1090,3,2,0,0,1,0,0,1,'laundry on site','off-street parking',0.53578,0,0,5,232,yes
650,apartment,1000,2,2,1,1,1,0,0,0,'w/d hookups',?,0.65,2,0,4,94,yes
1350,apartment,500,1,1,1,1,0,0,0,0,'laundry on site','off-street parking',2.7,2,0,2,207,yes
800,cottage/cabin,680,1,1,0,0,0,0,0,0,'w/d in unit',?,1.176471,0,0,2,95,yes
1367,apartment,1217,2,2,0,0,1,0,0,0,?,?,1.123254,0,0,4,212,yes
1425,apartment,967,2,1,1,1,1,0,0,0,'w/d in unit',carport,1.47363,2,0,3,432,yes
930,apartment,1057,2,2,0,0,1,0,0,0,?,?,0.879849,0,0,4,101,yes
2124,townhouse,1421,2,2,0,0,1,0,0,0,'w/d in unit','attached garage',1.494722,0,0,4,247,yes
1112.750306,apartment,1060.583014,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',1.026397,2,0,6,150,no
789,apartment,1050,2,1,1,1,1,0,0,0,?,?,0.751429,2,0,3,196,yes
1865.387129,house,1446.915781,4,2,0,0,1,0,0,0,'w/d in unit','attached garage',1.278884,0,0,6,54,no
835,apartment,820,1,1,0,0,0,0,0,0,'w/d in unit','detached garage',1.018293,0,0,2,141,yes
1215,apartment,1059,2,2,0,0,1,0,0,0,'w/d in unit',?,1.147309,0,0,4,202,yes
510,apartment,300,1,1,0,0,1,0,0,1,'laundry in bldg','off-street parking',1.7,0,0,2,124,yes
730,apartment,1174,3,2,1,1,1,0,0,0,'w/d hookups',?,0.621806,2,0,5,85,yes
510,apartment,300,1,1,0,0,1,0,0,1,'laundry in bldg','off-street parking',1.7,0,0,2,124,yes
2995,townhouse,1500,3,2,1,1,0,0,0,0,'w/d in unit','off-street parking',1.996667,2,0,5,156,yes
1940,house,2185.631379,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.891409,2,0,6,73,no
1595,apartment,830,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.921687,2,0,4,135,yes
1051.13398,apartment,1256,4,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.837388,2,0,6,409,no
2488.947871,house,2361.394917,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',1.054766,1,0,6,72,no
1065,apartment,720,1,1,1,1,1,0,0,0,'w/d in unit',?,1.479167,2,0,2,145,yes
1373.568597,house,1911.582391,4,2,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.714968,0,0,6,278,no
2000,house,1698,2,2,0,0,1,0,0,0,'w/d hookups',carport,1.177856,0,0,4,90,yes
2050,apartment,1042,2,2,1,1,0,1,1,1,'w/d in unit','detached garage',1.96737,2,2,4,216,yes
869,apartment,800,2,1,1,1,0,0,0,0,'w/d in unit','off-street parking',1.08625,2,0,3,25,yes
500,apartment,600,1,1,0,0,1,0,0,0,?,?,0.833333,0,0,2,317,yes
665,apartment,566,1,1,1,1,1,0,0,0,'laundry on site',carport,1.174912,2,0,2,113,yes
920,apartment,960,2,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.958333,0,0,4,121,yes
975,apartment,840.026362,2,1,1,1,0,0,0,0,'laundry in bldg','off-street parking',1.160678,2,0,3,172,yes
610,apartment,960,2,1,1,1,1,0,0,0,'laundry in bldg',?,0.635417,2,0,3,130,yes
2395,cottage/cabin,600,1,1,1,1,0,0,0,0,'w/d in unit','street parking',3.991667,2,0,2,266,yes
1170,apartment,1095,2,2,1,1,1,0,0,0,'w/d in unit',?,1.068493,2,0,4,265,yes
1050,apartment,985,2,1,1,1,1,0,0,0,'laundry on site',carport,1.06599,2,0,3,107,yes
1966,apartment,659,0,1,1,1,1,0,0,0,'laundry on site',carport,2.983308,2,0,1,46,yes
1190,apartment,998,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.192385,2,0,4,185,yes
899,apartment,900,3,2,1,1,0,1,0,0,'w/d in unit','off-street parking',0.998889,2,1,5,235,yes
1155.244334,house,1303.20084,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.881185,2,0,6,33,no
650,apartment,850,1,1,1,1,0,0,0,0,'laundry on site',?,0.764706,2,0,2,354,yes
975,apartment,710,1,1,1,1,1,0,0,0,'laundry on site',carport,1.373239,2,0,2,143,yes
850,apartment,650,1,1,1,1,0,0,0,0,'laundry on site','off-street parking',1.307692,2,0,2,149,yes
1400,condo,812,2,1,0,0,0,0,0,0,'laundry in bldg','off-street parking',1.724138,0,0,3,85,yes
1187.367264,house,1083.409062,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',1.09643,1,0,6,48,no
1029,apartment,1049,2,2,1,1,1,0,0,0,'w/d hookups','street parking',0.980934,2,0,4,10,yes
2774.304751,house,3900.286273,4,3,0,0,1,0,0,0,'w/d in unit','attached garage',0.649724,0,0,7,80,no
840,apartment,733,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',1.145975,2,0,2,122,yes
595,apartment,704,2,1,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.84517,0,0,3,58,yes
2074,apartment,616,1,1,0,0,1,0,0,0,?,?,3.366883,0,0,2,305,yes
849,apartment,1093,2,1,1,1,1,0,0,0,?,?,0.776761,2,0,3,284,yes
2477.016192,house,2300.136622,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',1.064214,1,0,6,52,no
1725,apartment,1710,4,2,1,1,0,0,0,0,'w/d in unit','detached garage',1.008772,2,0,6,175,no
855,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',?,0.890625,2,0,4,150,yes
4113.340204,house,3160,4,3,0,1,1,0,0,0,'w/d in unit','attached garage',1.301618,1,0,7,211,no
805,apartment,919,2,1,0,0,1,0,0,0,'w/d hookups',carport,0.875952,0,0,3,100,yes
685,apartment,670,1,1,1,1,1,0,0,0,'laundry on site',carport,1.022388,2,0,2,65,yes
1495.837026,house,1319.225544,4,1,1,1,0,0,0,0,'laundry in bldg','off-street parking',1.128241,1,0,5,57,no
1120,apartment,843,2,1,0,0,1,0,0,0,?,?,1.328588,0,0,3,212,yes
1349,apartment,1050,3,2,1,1,1,0,0,0,'w/d in unit',?,1.284762,2,0,5,190,yes
690,apartment,567,1,1,1,1,1,1,0,0,'laundry in bldg','off-street parking',1.216931,2,1,2,191,yes
820,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',?,0.854167,2,0,4,170,yes
1920,apartment,1000,2,2,1,0,0,0,0,0,'w/d in unit','off-street parking',1.92,1,0,4,361,yes
910,apartment,960,2,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.947917,0,0,4,121,yes
876,apartment,1073,2,2,1,1,1,0,0,0,?,?,0.816403,2,0,4,148,yes
730,apartment,650,0,1,0,0,0,0,0,0,'laundry on site',carport,1.123077,0,0,1,109,yes
1289,apartment,1008,3,2,1,1,0,1,0,0,'w/d in unit',carport,1.27877,2,1,5,106,yes
1030,apartment,1400,3,2,1,1,0,0,0,0,'w/d hookups',?,0.735714,2,0,5,195,yes
1550,apartment,1504,3,2,1,1,1,1,0,0,'w/d in unit','detached garage',1.030585,2,1,5,159,yes
859,apartment,815,1,1,1,1,1,1,0,0,'w/d in unit','off-street parking',1.053988,2,1,2,131,yes
3075,house,1562,5,3,1,1,1,0,0,0,'w/d in unit','off-street parking',1.96863,2,0,8,132,yes
1395.55568,house,1269.547314,4,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',1.071318,1,0,5,141,no
800,apartment,1050,2,1,1,1,1,0,0,0,?,?,0.761905,2,0,3,196,yes
995,apartment,680,1,1,1,1,1,0,0,1,?,?,1.463235,2,0,2,197,yes
529,apartment,470,1,1,1,1,1,0,0,0,'laundry on site',carport,1.125532,2,0,2,137,yes
1895,apartment,754,1,1,1,0,1,0,0,0,'laundry in bldg','off-street parking',2.513263,1,0,2,147,yes
825,apartment,422,0,1,0,0,1,0,0,0,'laundry on site',carport,1.954976,0,0,1,57,yes
1260.424487,house,2008.638483,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.633246,1,0,6,35,no
675,apartment,1191,3,3,1,1,1,0,0,0,'w/d in unit','off-street parking',0.566751,2,0,6,218,yes
554.390936,house,2347.769585,4,3,0,0,1,0,0,0,'w/d in unit','attached garage',0.237377,0,0,7,106,no
776,apartment,820,1,1,1,1,1,1,0,0,'w/d in unit','attached garage',0.946341,2,1,2,327,yes
1304,apartment,937,2,2,1,1,1,1,0,0,'w/d in unit',?,1.391676,2,1,4,328,yes
1105,apartment,978,2,2,0,0,1,0,0,0,'w/d in unit',carport,1.129857,0,0,4,280,yes
785.093594,house,1405.47366,4,2,0,0,1,0,0,0,'w/d hookups','off-street parking',0.555921,0,0,6,94,no
1249,apartment,960,2,2,0,0,1,0,0,0,'w/d in unit',carport,1.301042,0,0,4,139,yes
849,apartment,1093,2,1,1,1,1,0,0,0,'w/d hookups',carport,0.776761,2,0,3,292,yes
1745,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.817708,2,0,4,316,yes
1100,apartment,865,2,2,0,0,0,0,0,0,'laundry on site',carport,1.271676,0,0,4,90,yes
3095,apartment,1281,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',2.416081,2,0,4,253,yes
1475,apartment,707,1,1,1,1,1,0,0,0,'w/d in unit',carport,2.08628,2,0,2,165,yes
1800,apartment,1552,3,2,1,1,1,1,0,0,'w/d in unit','attached garage',1.159794,2,1,5,56,yes
2512,apartment,688,1,1,0,0,1,0,0,1,?,?,3.651163,0,0,2,195,yes
1051.425845,apartment,1256,4,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.836119,2,0,6,411,no
3025.697879,townhouse,1667.015427,4,3,0,1,1,0,0,0,'w/d in unit','attached garage',1.779506,1,0,7,174,no
1289,apartment,1008,3,2,1,1,0,1,0,0,'w/d hookups',carport,1.27877,2,1,5,112,yes
4000,house,3160,4,3,1,1,0,0,0,1,'w/d in unit','detached garage',1.265823,2,0,7,130,no
1265,apartment,840,3,1,1,1,1,0,0,0,'w/d in unit','off-street parking',1.505952,2,0,4,262,yes
845,apartment,820,1,1,0,0,0,0,0,0,'w/d in unit','detached garage',1.030488,0,0,2,106,yes
892,apartment,1170,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.762393,2,0,4,104,yes
995,apartment,1560,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',0.637821,2,0,5,168,yes
1399,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.457292,2,0,4,351,yes
2782.708536,house,2809.002372,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',0.986526,0,0,6,174,no
1695,apartment,860,2,2,1,1,1,0,0,0,'laundry on site',carport,1.97093,2,0,4,163,yes
2253.929495,house,3056.219958,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',0.753287,0,0,6,84,no
660,apartment,625,1,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',1.056,2,0,2,151,yes
1500,apartment,840,2,2,0,0,1,0,0,0,?,?,1.785714,0,0,4,117,yes
1205,townhouse,1038,2,1,1,1,1,0,0,0,'w/d hookups',carport,1.160886,2,0,3,269,yes
1499.711632,house,1783.516986,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',0.842894,0,0,6,47,no
585,apartment,405,0,1,1,1,1,0,0,0,'laundry on site',?,1.444444,2,0,1,267,yes
799,apartment,1000,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',0.799,2,0,3,89,yes
712,apartment,642,1,1,1,1,1,0,0,0,'w/d in unit',carport,1.109034,2,0,2,147,yes
900,house,1547,3,2,1,1,1,0,0,0,'w/d in unit','detached garage',0.581771,2,0,5,38,yes
3329.63115,house,3799.982617,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',0.893047,0,0,6,63,no
2114.851777,house,2408.269633,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.872138,2,0,6,186,no
1895,apartment,1080,2,2,1,1,1,0,1,0,'w/d in unit',carport,1.75463,2,1,4,171,yes
1270,apartment,730,1,1,1,1,0,0,0,0,'w/d hookups',carport,1.739726,2,0,2,273,yes
925,apartment,816,2,2,1,1,1,0,0,0,?,?,1.133578,2,0,4,94,yes
1790,apartment,960,2,2,0,0,1,0,0,0,?,?,1.864583,0,0,4,302,yes
981,apartment,540,1,1,1,1,1,0,0,1,'laundry on site',?,1.816667,2,0,2,230,yes
1200,apartment,495,1,1,0,0,0,0,0,0,?,'street parking',2.424242,0,0,2,39,yes
650,apartment,800,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',0.8125,2,0,3,90,yes
615,apartment,750,2,1,1,1,0,0,0,0,'laundry in bldg','off-street parking',0.82,2,0,3,72,yes
2315,apartment,741,1,1,1,1,1,0,0,0,'w/d in unit',?,3.124157,2,0,2,62,yes
1566.681672,house,1504.743461,4,2,0,0,0,0,0,0,'w/d hookups','off-street parking',0.978158,1,0,6,80,no
835,house,1056,3,1,0,0,1,0,0,0,?,?,0.79072,0,0,4,76,yes
1400,apartment,919,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',1.523395,2,0,3,185,yes
891,apartment,694,1,1,1,1,1,1,0,0,'w/d in unit','off-street parking',1.283862,2,1,2,353,yes
318.264452,house,1329.895817,4,1,0,1,1,0,0,0,'laundry in bldg','off-street parking',0.251617,0,0,5,87,no
1000,house,2183,4,2,1,1,1,1,1,1,'laundry in bldg','attached garage',0.458085,2,2,6,88,no
1195,condo,1000,1,1,0,0,1,0,0,0,'w/d in unit','off-street parking',1.195,0,0,2,56,yes
735,apartment,1050,2,2,1,1,0,0,0,0,'w/d in unit',?,0.7,2,0,4,418,yes
1497.034882,house,2004.75036,4,2,1,1,1,0,0,0,'laundry in bldg','attached garage',0.751591,1,0,6,50,no
1200,apartment,576,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',2.083333,0,0,2,120,yes
1700,apartment,820,1,1,0,0,0,0,0,0,'w/d in unit','detached garage',2.073171,0,0,2,193,yes
1120,apartment,1000,2,2,1,1,0,0,0,0,'w/d in unit','off-street parking',1.12,2,0,4,185,yes
1304.361546,house,2500.464403,4,1,0,0,0,0,0,0,'w/d in unit','attached garage',0.528309,0,0,5,146,no
1000,house,1400,3,2,0,0,1,0,0,0,'w/d hookups','attached garage',0.714286,0,0,5,52,yes
911.444677,apartment,650,1,1,0,0,1,0,0,0,?,?,1.402223,0,0,2,215,yes
750,apartment,917,2,2,1,1,1,0,0,0,'w/d hookups','street parking',0.817884,2,0,4,292,yes
2170.344762,house,2458.736559,4,3,1,1,1,0,0,0,'w/d hookups','attached garage',0.864606,2,0,7,234,no
633,apartment,388,1,1,1,1,0,0,0,0,'w/d in unit','detached garage',1.631443,2,0,2,151,yes
1335,apartment,903,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',1.478405,2,0,3,415,yes
805,apartment,1056,2,2,1,1,1,0,0,0,'laundry on site',?,0.762311,2,0,4,142,yes
1295,apartment,1120,2,1,0,0,0,0,0,0,'laundry on site','off-street parking',1.15625,0,0,3,179,yes
600,apartment,725,1,1,1,1,1,0,0,0,?,?,0.827586,2,0,2,213,yes
1651.792717,house,1811.508739,4,2,1,1,1,0,0,0,'w/d hookups','off-street parking',0.920132,1,0,6,154,no
1004,apartment,634,1,1,0,0,1,0,0,0,?,?,1.583596,0,0,2,295,yes
1120,apartment,843,2,1,0,0,1,0,0,0,?,?,1.328588,0,0,3,219,yes
1314,apartment,1200,3,2,1,1,1,0,0,0,'w/d in unit',carport,1.095,2,0,5,137,yes
799,apartment,1050,2,1,1,1,1,0,0,0,?,?,0.760952,2,0,3,195,yes
1730,apartment,673,1,1,1,1,0,0,0,0,'w/d in unit','detached garage',2.570579,2,0,2,147,yes
2195,apartment,1000,2,1,1,1,0,0,0,0,'w/d in unit','off-street parking',2.195,2,0,3,110,yes
1345,apartment,525,1,1,1,1,1,0,0,0,'laundry on site',carport,2.561905,2,0,2,447,yes
850,apartment,1010,2,2,1,1,1,0,0,0,'w/d in unit',?,0.841584,2,0,4,232,yes
903,apartment,892,1,1,1,1,1,0,0,0,?,?,1.012332,2,0,2,168,yes
1235,apartment,1396,3,0,1,1,1,0,0,0,?,?,0.88467,2,0,3,254,yes
1305,apartment,660,1,1,0,0,0,0,0,0,'laundry on site',?,1.977273,0,0,2,141,yes
1505,apartment,740,1,1,0,0,1,0,0,0,?,?,2.033784,0,0,2,297,yes
850,condo,960,2,1,1,1,1,0,0,0,'w/d in unit','detached garage',0.885417,2,0,3,217,yes
1850,apartment,1231,3,2,1,1,1,0,0,0,'w/d in unit',carport,1.502843,2,0,5,165,yes
925,apartment,470,1,1,1,1,0,1,0,0,'laundry on site',?,1.968085,2,1,2,241,yes
2500,house,1987.294215,4,2,0,1,0,0,0,0,'w/d in unit','attached garage',1.220036,0,0,6,434,no
1006.455262,apartment,1256,4,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.80945,2,0,6,294,no
1785,apartment,1045,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.708134,2,0,4,110,yes
740,apartment,864,2,2,1,1,1,0,0,0,'laundry on site',?,0.856481,2,0,4,226,yes
1740.007061,house,3968.38729,5,3,0,0,0,0,0,0,'w/d in unit','attached garage',0.548834,0,0,8,62,no
1001.596326,apartment,1256,4,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.796255,2,0,6,409,no
920,townhouse,913,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.007667,2,0,4,158,yes
750,land,900,2,1,0,0,1,0,0,0,'w/d in unit','off-street parking',0.833333,0,0,3,62,yes
1215,apartment,1089,3,3,1,1,0,1,0,1,'w/d in unit',carport,1.115702,2,1,6,206,yes
2882.081957,house,4208.015512,4,3,0,0,1,0,0,0,'w/d hookups','attached garage',0.692609,0,0,7,157,no
525,manufactured,800,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',0.65625,2,0,3,61,yes
585,apartment,1330,4,4,0,0,1,0,0,0,'w/d in unit','off-street parking',0.43985,0,0,8,329,no
2865,apartment,1003,2,2,1,1,0,1,0,0,'w/d in unit','detached garage',2.856431,2,1,4,198,yes
610,apartment,990,3,1,1,1,0,0,0,0,'laundry on site','off-street parking',0.616162,2,0,4,180,yes
1589,apartment,1239,3,2,0,0,1,0,0,0,?,?,1.282486,0,0,5,274,yes
1130.372469,house,1645.512356,4,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.694839,1,0,6,80,no
880,apartment,981,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',0.897044,2,0,5,180,yes
1120,apartment,843,2,1,0,0,1,0,0,0,?,?,1.328588,0,0,3,289,yes
1710,apartment,1000,2,2,1,1,1,0,0,0,'laundry on site',carport,1.71,2,0,4,152,yes
850,apartment,1100,2,1,0,0,1,0,0,0,'w/d hookups','off-street parking',0.772727,0,0,3,98,yes
1173.312888,house,2869.226027,4,3,0,0,1,0,0,0,'w/d in unit','off-street parking',0.387787,0,0,7,156,no
893,apartment,895,2,2,1,1,0,1,0,0,'w/d hookups','off-street parking',0.997765,2,1,4,168,yes
3628.654617,house,3867.62833,4,2,0,0,0,0,0,0,'w/d in unit','attached garage',0.87909,0,0,6,295,no
1050,apartment,800,2,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',1.3125,2,0,3,325,yes
1515,apartment,964,2,2,1,1,0,0,0,0,'w/d in unit','off-street parking',1.571577,2,0,4,141,yes
759,apartment,988,2,1,0,0,1,0,0,0,'w/d in unit',carport,0.768219,0,0,3,126,yes
860,apartment,1075,2,1,1,1,0,0,0,0,'laundry in bldg','off-street parking',0.8,2,0,3,128,yes
1650,apartment,751,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',2.197071,2,0,2,295,yes
1215,apartment,1089,3,3,1,1,0,1,0,1,'w/d in unit',carport,1.115702,2,1,6,197,yes
1921.709727,house,2254.493172,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.851449,2,0,6,58,no
3322.435561,apartment,1513.47155,4,2,1,1,1,0,0,0,'w/d in unit','attached garage',2.128308,2,0,6,150,no
529,manufactured,980,3,2,1,1,1,0,0,0,'w/d hookups','street parking',0.539796,2,0,5,170,yes
800,apartment,800,2,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',1,2,0,3,147,yes
664,apartment,667,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',0.995502,2,0,2,776,yes
500,apartment,631,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',0.792393,2,0,2,126,yes
899,apartment,1380,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',0.651449,2,0,3,171,yes
895,townhouse,1100,3,1,1,1,0,0,0,0,'w/d hookups','off-street parking',0.813636,2,0,4,90,yes
950,house,1457.718173,4,1,1,0,1,0,0,0,'laundry in bldg','off-street parking',0.651099,1,0,6,76,no
1800,apartment,1552,3,2,1,1,1,0,0,0,'w/d in unit',?,1.159794,2,0,5,89,yes
1900,house,2000,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.95,1,0,6,37,no
1045.417662,apartment,1197.719045,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.879125,1,0,6,106,no
3239.900879,house,3307.36853,4,3,0,0,0,0,0,0,'w/d hookups','attached garage',1.01009,0,0,8,294,no
770,apartment,648,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',1.188272,2,0,2,122,yes
1695,house,1607,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',1.05476,0,0,6,64,no
791,apartment,914,1,1,1,1,1,0,0,0,?,'no parking',0.865427,2,0,2,275,yes
1995,apartment,800,1,1,1,1,0,0,0,0,'laundry on site',?,2.49375,2,0,2,229,yes
2500,house,2514.914458,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',0.983074,0,0,6,156,no
3241,apartment,528,1,1,1,1,0,1,0,0,'w/d in unit','attached garage',6.138258,2,1,2,116,yes
1200,apartment,625,1,1,1,1,1,0,0,0,'w/d in unit',?,1.92,2,0,2,208,yes
2299,house,1876,3,2,0,0,0,0,0,0,'w/d in unit','attached garage',1.22548,0,0,5,101,yes
855,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',?,0.890625,2,0,4,147,yes
2049,apartment,372,1,1,1,0,0,1,0,0,'laundry on site','attached garage',5.508065,1,1,2,372,yes
969.866362,house,1639.717366,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.588756,2,0,6,43,no
2575,townhouse,2100,4,3,1,1,0,0,0,0,'w/d in unit','attached garage',1.22619,2,0,7,144,no
1850,apartment,1231,3,2,1,1,1,0,0,0,'w/d in unit',carport,1.502843,2,0,5,247,yes
3995,apartment,900,2,1,1,1,1,0,0,0,'w/d in unit',?,4.438889,2,0,3,241,yes
845,apartment,820,1,1,0,0,0,0,0,0,'w/d in unit','detached garage',1.030488,0,0,2,106,yes
849,apartment,620,1,1,1,1,1,0,0,0,'w/d hookups',?,1.369355,2,0,2,117,yes
1400,duplex,980,2,1,0,1,0,1,0,0,'laundry on site','attached garage',1.428571,1,1,3,131,yes
990,apartment,1073,2,2,1,1,1,0,0,0,?,?,0.922647,2,0,4,148,yes
1800,house,940,3,1,1,1,0,0,0,0,'w/d hookups','off-street parking',1.914894,2,0,4,29,yes
1500,apartment,840,2,2,0,0,1,0,0,0,?,?,1.785714,0,0,4,114,yes
1235,apartment,1170,2,2,1,1,0,0,0,0,'w/d in unit','off-street parking',1.055556,2,0,4,263,yes
1275,apartment,797,1,1,1,1,1,0,0,0,'w/d in unit',carport,1.599749,2,0,2,377,yes
